brand,category-1,category-2,category-3,co2_total,colour,fabric_type,ftp_acrylic,ftp_cotton,ftp_elastane,ftp_linen,ftp_other,ftp_polyamide,ftp_polyester,ftp_polypropylene,ftp_silk,ftp_viscose,ftp_wool,gender,label,made_in,season,size,unspsc_code,weight
b64,baby,baby,body,0.56,navy,K,,,,,,,,,98.0,,,,,CN,,XS,,0.021
b125,home,home,curtain,11.47,purple,K,10.0,66.0,2.0,,,9.0,5.0,,,,6.0,,,KR,,S,,
b66,baby,thermals,knitwear,5.51,peach,K,,,,7.0,5.0,71.0,7.0,,,3.0,5.0,,,VN,SUM,S,,0.136
b67,kidswear,dress,evening-dress,2.88,turquoise,K,,4.0,3.0,80.0,,3.0,4.0,,4.0,,,Y,,CN,,L,,
b86,home,home,pillow,3.93,indigo,W,,11.0,14.0,,1.0,4.0,15.0,,43.0,,9.0,,,CN,,XXL,,
b101,home,home,curtain,24.23,grey,W,,,,77.0,,2.0,4.0,,12.0,,4.0,,,TW,,M,,
b66,clothing,uniform,jacket,34.25,violet,W,,,,,,,,,,,97.0,K,,CN,,M,,
b66,kidswear,outerwear,trousers,14.2,red,W,4.0,1.0,,,7.0,61.0,10.0,3.0,3.0,7.0,,B,,CN,AYR,L,,0.584
b16,menswear,headgear,scarf,3.33,unbleached,K,6.0,,,53.0,,4.0,,17.0,18.0,,,M,,TR,SUM,L,,
b101,kidswear,swimwear,swimsuit,4.54,amber,K,20.0,,2.0,2.0,15.0,,47.0,,,11.0,,K,,IN,,XL,,
b66,kidswear,outerwear,coats,75.86,unknown,W,8.0,3.0,,57.0,6.0,8.0,,,7.0,5.0,2.0,K,,CN,WIN,S,,
b124,womenswear,sportswear,coats,91.71,unknown,K,9.0,,21.0,,,14.0,34.0,20.0,,,,W,,DE,MID,XXL,,
b17,home,home,pillow,2.3,red,K,,,8.0,2.0,10.0,37.0,,9.0,9.0,10.0,11.0,,,CN,,L,,
b124,clothing,thermals,knitwear,14.5,silver,K,,8.0,,5.0,,,6.0,7.0,71.0,,,Y,,DE,WIN,M,,0.35
b67,menswear,suit,tie,0.54,metal,K,7.0,,,8.0,,47.0,15.0,16.0,,4.0,,M,,CN,,M,,0.022000000000000002
b66,menswear,costume,coats,39.06,lime,K,,10.0,,66.0,6.0,,,,4.0,,12.0,M,,CN,SUM,L,,
b86,home,home,towel,12.34,gold,W,7.0,64.0,,6.0,3.0,6.0,4.0,3.0,,4.0,,,,CN,,M,,
b86,womenswear,clothing,trousers,8.58,turquoise,W,,4.0,2.0,4.0,3.0,77.0,,2.0,,,5.0,W,,CN,AYR,XL,,
b142,clothing,swimwear,swimsuit,3.13,blue gray,K,20.0,,,,,43.0,,,,36.0,,B,,CN,,XS,,
b86,home,home,curtain,26.27,turquoise,W,,,,,,95.0,1.0,,,,,,,IN,,XL,,
b89,kidswear,dress,fancy-dress,17.31,lime,K,8.0,7.0,7.0,,4.0,2.0,65.0,,4.0,,,B,,CN,,M,,
b125,baby,outerwear,pants,0.78,purple,W,,59.0,10.0,14.0,,,11.0,,,,3.0,,,CN,,S,,
b101,baby,outerwear,jacket,19.71,blue gray,W,,,,,,31.0,17.0,6.0,45.0,,,,,CN,,M,,
b23,home,home,mat,85.04,aquamarine,W,,66.0,5.0,,12.0,7.0,1.0,,,6.0,1.0,,,CN,,XXL,,3.213
b103,baby,thermals,trousers,21.76,unknown,W,,23.0,,,1.0,,,,,24.0,51.0,,,CN,AYR,XXL,,
b16,kidswear,thermals,trousers,30.7,purple,W,7.0,5.0,7.0,,,65.0,5.0,3.0,,3.0,3.0,G,,CN,MID,XL,,
b95,baby,thermals,knitwear,12.28,gray,K,,,8.0,69.0,,7.0,,,,6.0,8.0,,,CN,SUM,S,,
b125,baby,footwear,socks,0.47,turquoise,K,9.0,,3.0,,6.0,68.0,,1.0,,,10.0,,,CN,,L,,
b76,baby,nightwear,pyjama,8.56,white,K,3.0,,2.0,,,87.0,2.0,1.0,,1.0,,,,CN,,M,,0.33299999999999996
b131,menswear,men-undergarments,boxer-brief,5.61,orange,K,,,14.0,,,15.0,4.0,,58.0,7.0,,M,,IN,,XXL,,
b95,clothing,thermals,trousers,65.78,peach,K,2.0,3.0,,,,2.0,2.0,1.0,,1.0,86.0,U,,CN,WIN,XS,,1.311
b23,home,home,sheets,57.07,yellow,K,,,,,,,,,1.0,,97.0,,,CN,,XL,,
b95,home,home,towel,30.73,turquoise,K,1.0,4.0,2.0,1.0,,,3.0,,81.0,3.0,,,,US,,S,,0.7190000000000001
b103,clothing,accessory,backpack,50.8,mustard,K,,2.0,1.0,4.0,8.0,3.0,2.0,4.0,6.0,,65.0,K,,KR,,L,,
b67,baby,nightwear,pyjama,6.39,bondi blue,K,5.0,,5.0,82.0,,6.0,,,,,,,,CN,,XS,,0.37799999999999995
b86,menswear,swimwear,swimsuit,2.91,golden,K,2.0,,18.0,65.0,,7.0,,5.0,,1.0,,M,,CN,,XXL,,
b125,kidswear,nightwear,pyjama,12.8,maroon,K,8.0,,6.0,,,6.0,8.0,8.0,60.0,,,K,,HK,,S,,
b64,clothing,outerwear,gloves,4.68,lime,K,2.0,81.0,2.0,4.0,1.0,1.0,,,2.0,3.0,,U,,TR,SUM,XXL,,
b125,home,home,mat,156.64,indigo,K,26.0,51.0,1.0,,,,5.0,,,12.0,3.0,,,TR,,XL,,2.84
b89,menswear,uniform,jacket,49.17,blue,W,,2.0,2.0,,2.0,82.0,,1.0,1.0,4.0,,M,,DE,,XXL,,
b17,baby,outerwear,coats,48.8,mosaic,K,,,,90.0,2.0,,2.0,,,1.0,2.0,,,KR,AYR,L,,
b89,womenswear,outerwear,gloves,2.88,pink,K,,,,98.0,,,,,,,,W,,CN,AYR,XL,,0.204
b103,home,home,sheets,23.81,gold,W,4.0,,,13.0,,26.0,54.0,,,,2.0,,,CN,,XXL,,
b23,clothing,costume,trousers,12.23,colourful,K,9.0,6.0,,5.0,,51.0,,,,18.0,8.0,W,,CN,MID,S,,0.40299999999999997
b112,menswear,suit,trousers,52.83,golden,K,2.0,3.0,3.0,2.0,,1.0,,,83.0,,3.0,M,,DE,AYR,XXL,,
b142,womenswear,swimwear,swimsuit,2.65,teal,K,2.0,,7.0,,,,90.0,,,,,W,,CN,,M,,
b131,clothing,home,sheets,62.01,green,W,,,,,,21.0,,,7.0,10.0,60.0,B,,TR,,S,,
b131,womenswear,swimwear,swimsuit,4.38,brown,K,11.0,,12.0,67.0,,,2.0,,,6.0,,W,,US,,XL,,
b16,menswear,home,towel,39.52,amber,W,,,13.0,,,,,,,,87.0,M,,DE,,L,,0.48200000000000004
b67,womenswear,headgear,cap,2.8,dark grey,K,7.0,5.0,,61.0,5.0,6.0,6.0,6.0,,,,W,,DE,,XL,,
b23,kidswear,suit,trousers,12.94,maroon,W,,,18.0,4.0,,14.0,13.0,6.0,42.0,,,Y,,CN,WIN,M,,0.522
b95,baby,thermals,long-sleeved-top,2.09,silver,K,,1.0,,16.0,12.0,,34.0,11.0,,11.0,13.0,,,TW,,XXL,,
b16,clothing,accessory,backpack,69.4,pink,W,2.0,,,1.0,,,3.0,3.0,1.0,,87.0,Y,,TW,,L,,
b64,womenswear,sportswear,hoodie,6.83,orange,K,9.0,,,69.0,4.0,9.0,8.0,,,,,W,,CN,,XL,,
b103,baby,nightwear,pyjama,18.78,grey,K,,1.0,,1.0,,,,,94.0,,1.0,,,CN,,L,,
b112,clothing,uniform,costume,45.5,indigo,W,,3.0,,9.0,7.0,56.0,,,,4.0,18.0,K,,DE,,M,,
b95,baby,outerwear,trousers,16.41,silver,K,15.0,10.0,,,3.0,,13.0,,42.0,9.0,5.0,,,TR,SUM,XXL,,0.33799999999999997
b89,kidswear,thermals,knitwear,22.2,amber,K,2.0,2.0,3.0,5.0,,76.0,3.0,1.0,,,4.0,Y,,VE,AYR,XL,,
b76,home,home,sheets,79.54,blue gray,W,22.0,,,,,5.0,,5.0,46.0,,21.0,,,PK,,XXL,,
b67,menswear,uniform,costume,20.16,aquamarine,K,,2.0,1.0,,2.0,2.0,89.0,,,,1.0,M,,CN,,M,,
b64,clothing,nightwear,pyjama,5.51,bondi blue,K,4.0,,,6.0,,71.0,2.0,9.0,,2.0,2.0,U,,CN,,XS,,
b142,baby,outerwear,pants,0.65,gold,W,3.0,4.0,8.0,51.0,7.0,,10.0,6.0,,6.0,1.0,,,KR,,M,,
b95,clothing,home,mat,142.73,gold,K,,,11.0,14.0,,5.0,4.0,,1.0,14.0,47.0,K,,US,,XS,,
b17,menswear,suit,jacket,25.97,white,W,9.0,51.0,7.0,4.0,3.0,6.0,,9.0,1.0,4.0,2.0,M,,CN,,M,,0.92
b103,kidswear,costume,jacket,12.66,navy,W,29.0,,7.0,,,,9.0,,53.0,,,Y,,CN,,XXL,,
b64,menswear,suit,jacket,21.98,yellow,K,1.0,,10.0,67.0,4.0,5.0,4.0,6.0,,,,M,,CN,,L,,1.3530000000000002
b86,kidswear,clothing,snow-suit,111.56,black,K,25.0,,24.0,,,,,,3.0,,46.0,Y,,HK,WIN,M,,1.599
b67,menswear,thermals,trousers,21.38,green,K,6.0,46.0,5.0,,8.0,11.0,4.0,12.0,,3.0,,M,,CN,AYR,M,,0.838
b64,menswear,suit,coats,18.25,dark grey,K,1.0,,,,,94.0,,1.0,,,1.0,M,,CN,AYR,XS,,0.706
b124,menswear,swimwear,swimsuit,2.36,navy,K,,,,,1.0,,96.0,,,,,M,,CN,,M,,0.11
b16,womenswear,women-undergarments,bra,2.63,amber,K,,,1.0,8.0,7.0,72.0,,8.0,,2.0,,W,,KR,,S,,
b86,menswear,suit,gloves,3.24,blue,W,,,4.0,13.0,8.0,48.0,,,11.0,14.0,,M,,CN,SUM,XS,,
b125,menswear,men-undergarments,boxer-brief,2.12,aquamarine,K,2.0,,2.0,83.0,,,3.0,4.0,3.0,,,M,,CN,,L,,0.135
b66,home,home,mat,77.93,dark grey,W,2.0,36.0,,19.0,,,12.0,28.0,,,,,,HK,,M,,
b112,baby,baby,body,0.45,white,K,2.0,75.0,4.0,,4.0,5.0,,9.0,,,,,,CN,,S,,
b89,womenswear,footwear,socks,1.48,bondi blue,K,18.0,17.0,,16.0,,13.0,34.0,,,,,W,,US,,XXL,,
b76,womenswear,sportswear,coats,76.59,yellow,W,4.0,,2.0,1.0,,80.0,,,,11.0,,W,,CN,SUM,XL,,2.822
b112,kidswear,beachwear,shorts,1.68,natural,K,16.0,,,39.0,21.0,,,14.0,,8.0,,Y,,CN,SUM,XS,,
b76,womenswear,dress,evening-dress,7.93,orange,K,2.0,2.0,,,,,89.0,,1.0,3.0,,W,,CN,,XS,,0.349
b86,home,home,curtain,36.5,lime,K,9.0,,9.0,57.0,,,8.0,,,9.0,6.0,,,PK,,S,,0.9990000000000001
b86,kidswear,accessory,backpack,35.34,mustard,K,1.0,,,,,,,,87.0,4.0,6.0,K,,CN,,M,,1.21
b95,clothing,undergarments,brief,4.96,neon,K,1.0,47.0,7.0,,,1.0,2.0,9.0,12.0,17.0,,W,,DE,,L,,
b103,womenswear,sportswear,gloves,2.0,green,W,,,3.0,89.0,7.0,,,,,,,W,,CN,MID,S,,0.145
b101,baby,outerwear,coats,142.27,mustard,K,5.0,,4.0,2.0,,4.0,2.0,4.0,,3.0,70.0,,,TW,MID,XS,,
b95,baby,footwear,socks,0.54,red,K,,,,35.0,6.0,22.0,35.0,,,,,,,CN,,XL,,0.028999999999999998
b66,clothing,dress,dress,3.59,golden,K,2.0,2.0,,70.0,2.0,,8.0,8.0,,4.0,1.0,K,,CN,,S,,0.212
b17,home,home,curtain,7.58,metal,K,1.0,1.0,,94.0,,1.0,,,,,1.0,,,CN,,XS,,0.502
b66,womenswear,suit,tie,0.64,dark grey,K,,13.0,,9.0,,43.0,20.0,,,,13.0,W,,CN,,M,,
b16,menswear,footwear,socks,0.69,colourful,K,6.0,,15.0,50.0,7.0,11.0,,,,7.0,1.0,M,,CN,,XXL,,
b66,clothing,swimwear,swimsuit,5.32,grey,K,1.0,,1.0,1.0,,,96.0,,,,,W,,VN,,XXL,,
b89,kidswear,costume,coats,102.32,wheat,W,,,2.0,1.0,3.0,4.0,85.0,,,2.0,,B,,GE,MID,XS,,2.952
b16,menswear,costume,costume,15.96,metal,W,,1.0,5.0,10.0,,15.0,52.0,9.0,,4.0,,M,,DE,,S,,0.45399999999999996
b131,womenswear,accessory,backpack,28.23,violet,W,,5.0,,,3.0,86.0,,2.0,,,1.0,W,,CN,,XXL,,1.123
b67,kidswear,headgear,scarf,13.44,mustard,K,1.0,95.0,,,,1.0,1.0,,,,,K,,US,WIN,XXL,,0.27699999999999997
b124,kidswear,footwear,socks,0.51,light brown,K,1.0,1.0,1.0,59.0,,6.0,,11.0,11.0,4.0,2.0,G,,CN,,S,,
b125,womenswear,hosiery,stockings,0.56,neon,K,7.0,,1.0,,,5.0,74.0,6.0,4.0,,,W,,CN,,S,,
b66,kidswear,swimwear,swimsuit,4.13,orange,K,28.0,,,,29.0,6.0,35.0,,,,,B,,KR,,S,,
b89,home,home,towel,18.5,lime,K,9.0,6.0,,,9.0,4.0,2.0,2.0,58.0,6.0,,,,VN,,S,,0.44
b67,baby,thermals,trousers,21.8,yellow,W,,28.0,2.0,,,,,,63.0,5.0,,,,CN,SUM,XL,,0.7709999999999999
b23,womenswear,beachwear,shorts,4.03,unbleached,K,,,,4.0,3.0,83.0,4.0,1.0,,3.0,,W,,TW,SUM,M,,
b101,clothing,undergarments,underpants,1.54,white,K,,,10.0,,,,,4.0,74.0,,8.0,W,,DE,,XXL,,0.034
b67,baby,outerwear,pants,0.83,blue gray,W,,7.0,14.0,2.0,,,,7.0,36.0,14.0,18.0,,,CN,,XS,,
b124,baby,outerwear,coats,9.84,teal,K,,32.0,,,9.0,,,10.0,47.0,,,,,CN,SUM,S,,
b76,kidswear,swimwear,swimsuit,1.9,navy,K,,,,,64.0,,36.0,,,,,G,,KR,,L,,
b86,womenswear,hosiery,tights,14.21,light grey,K,,,5.0,17.0,,,33.0,3.0,40.0,,,W,,US,,XXL,,
b112,womenswear,women-beachwear,bikin,4.93,teal,K,,,,,,,94.0,6.0,,,,W,,TR,SUM,L,,
b124,menswear,footwear,socks,1.05,green,K,14.0,,,,,36.0,24.0,,7.0,,17.0,M,,CN,,L,,0.033
b103,kidswear,suit,tie,1.22,black,K,1.0,,3.0,4.0,3.0,3.0,3.0,1.0,5.0,,72.0,K,,CN,,M,,0.027999999999999997
b64,kidswear,nightwear,pyjama,6.14,turquoise,K,,,,98.0,,,,,,,,G,,VN,,XXL,,0.27
b103,womenswear,thermals,pants,0.4,grey,K,,16.0,13.0,50.0,,,7.0,,,11.0,,W,,CN,,XS,,0.019
b112,baby,thermals,skirts,7.0,amber,K,,7.0,8.0,7.0,3.0,,4.0,,57.0,4.0,7.0,,,CN,,L,,
b66,kidswear,undergarments,briefs,6.57,violet,K,,,1.0,,1.0,3.0,2.0,,3.0,1.0,86.0,B,,DE,,S,,0.08199999999999999
b16,home,home,mat,84.22,blue gray,K,,39.0,,9.0,12.0,5.0,8.0,,,,25.0,,,CN,,L,,2.782
b112,kidswear,undergarments,underpants,0.46,light grey,K,,,,21.0,,59.0,,,,19.0,,K,,CN,,XS,,0.019
b67,kidswear,accessory,backpack,30.62,light grey,K,,18.0,,33.0,,,2.0,14.0,18.0,13.0,,Y,,US,,M,,
b17,home,home,curtain,25.11,lime,W,12.0,12.0,,4.0,9.0,55.0,1.0,,4.0,,,,,CN,,L,,
b89,kidswear,dress,evening-dress,10.36,light grey,K,6.0,,4.0,,,,,2.0,87.0,,,B,,CN,,L,,
b103,menswear,outerwear,trousers,48.84,yellow,K,,,,99.0,,,,,,,,M,,VN,WIN,XS,,2.125
b76,menswear,costume,trousers,16.89,violet,W,,,1.0,89.0,2.0,2.0,1.0,1.0,,,,M,,CN,AYR,S,,1.2
b16,clothing,sportswear,T-shirt,4.0,blue,K,2.0,,,44.0,28.0,,,,,25.0,,K,,CN,,S,,0.245
b23,kidswear,footwear,socks,1.26,turquoise,K,9.0,10.0,4.0,,,50.0,9.0,,,7.0,8.0,G,,US,,S,,0.026000000000000002
b124,clothing,accessory,backpack,40.42,Ivory,K,1.0,80.0,3.0,,,4.0,,2.0,3.0,,2.0,U,,ES,,XXL,,
b101,home,home,mat,121.38,brown,K,,,5.0,5.0,,6.0,2.0,,6.0,,73.0,,,ES,,S,,
b142,menswear,swimwear,swimsuit,2.91,dark green,K,14.0,,10.0,9.0,10.0,42.0,11.0,1.0,,,,M,,CN,,S,,
b95,menswear,footwear,socks,0.85,red,K,,4.0,,,,,9.0,,63.0,22.0,,M,,TW,,M,,
b101,clothing,costume,coats,14.66,teal,K,,1.0,,92.0,,,,1.0,1.0,,1.0,K,,CN,AYR,M,,
b101,womenswear,home,mat,126.89,peach,K,4.0,,2.0,,1.0,,,,,5.0,85.0,W,,CN,,S,,
b124,menswear,uniform,costume,34.75,natural,K,1.0,,3.0,,2.0,2.0,88.0,,1.0,,,M,,US,,XS,,0.9890000000000001
b101,baby,outerwear,coats,8.81,indigo,W,,1.0,,96.0,1.0,,,,,,,,,CN,SUM,XL,,
b23,womenswear,clothing,jacket,24.79,purple,W,,63.0,,7.0,3.0,7.0,,4.0,8.0,5.0,,W,,CN,,M,,
b89,menswear,clothing,jeans,9.04,natural,W,,3.0,,3.0,,5.0,,6.0,81.0,,,M,,CN,,S,,0.34299999999999997
b86,home,home,mat,88.44,grey,W,,11.0,28.0,,,,13.0,,47.0,,,,,DE,,XL,,2.056
b66,baby,outerwear,trousers,40.66,wheat,W,,,3.0,3.0,5.0,72.0,,8.0,5.0,,2.0,,,CN,WIN,XL,,
b124,clothing,uniform,jacket,60.62,Ivory,K,,,16.0,,9.0,,,2.0,,,71.0,M,,CN,,XS,,
b124,baby,nightwear,pyjama,10.47,blue,K,,4.0,,,,,,,37.0,,58.0,,,BD,,XXL,,0.151
b112,womenswear,women-beachwear,bikin,3.24,orange,K,9.0,,15.0,,,52.0,6.0,8.0,,8.0,,W,,CN,SUM,XXL,,
b125,baby,outerwear,jacket,64.05,golden,K,2.0,11.0,13.0,,7.0,,8.0,,4.0,,52.0,,,TR,,XL,,1.016
b142,womenswear,dress,wedding-dress,28.29,grey,K,,3.0,4.0,2.0,,,2.0,,82.0,,3.0,W,,CN,,XS,,
b17,home,home,curtain,11.18,brown,W,29.0,38.0,,,10.0,9.0,,,2.0,9.0,,,,CN,,XS,,
b23,kidswear,footwear,socks,0.54,maroon,K,3.0,,,,4.0,3.0,69.0,,9.0,,8.0,G,,CN,,XS,,0.022000000000000002
b64,clothing,uniform,costume,31.11,peach,W,,10.0,,,9.0,8.0,35.0,10.0,1.0,6.0,18.0,K,,TR,,L,,
b142,baby,outerwear,gloves,2.2,black,W,4.0,,,4.0,,59.0,3.0,,7.0,7.0,13.0,,,CN,SUM,XS,,
b66,baby,baby,body,1.0,blue,K,7.0,15.0,,13.0,,,,1.0,,,61.0,,,CN,,XXL,,0.023
b86,home,home,sheets,19.95,red,K,1.0,,,,,95.0,1.0,1.0,,,,,,CN,,XXL,,
b89,womenswear,undergarments,underpants,0.62,blue gray,K,,19.0,,21.0,,,,11.0,,3.0,45.0,W,,CN,,S,,
b142,baby,footwear,socks,1.29,yellow,K,,3.0,,3.0,,4.0,2.0,4.0,,2.0,79.0,,,CN,,S,,0.027000000000000003
b76,menswear,uniform,gloves,18.81,blue,W,,2.0,,4.0,,,1.0,4.0,,,86.0,M,,CN,WIN,S,,0.38299999999999995
b64,womenswear,accessory,backpack,64.97,golden,W,1.0,10.0,10.0,,4.0,13.0,13.0,,38.0,4.0,3.0,W,,VN,,XXL,,
b66,clothing,undergarments,briefs,1.97,silver,K,8.0,,,,1.0,78.0,,5.0,,6.0,,K,,CN,,XS,,
b131,menswear,footwear,socks,0.97,amber,K,1.0,2.0,2.0,2.0,,4.0,3.0,4.0,71.0,2.0,4.0,M,,CN,,XL,,0.036000000000000004
b23,womenswear,uniform,gloves,7.84,neon,W,,4.0,10.0,,8.0,9.0,11.0,,47.0,8.0,,W,,CN,WIN,XXL,,
b124,menswear,home,towel,37.29,purple,W,7.0,,7.0,,,3.0,69.0,,1.0,4.0,6.0,M,,TW,,L,,0.887
b89,baby,thermals,knitwear,43.11,indigo,K,7.0,6.0,,8.0,,10.0,,3.0,10.0,,53.0,,,TW,SUM,S,,
b125,clothing,footwear,socks,0.95,teal,K,,1.0,,1.0,,94.0,1.0,1.0,,,,U,,IT,,S,,
b125,baby,thermals,pants,0.95,silver,W,16.0,8.0,,7.0,,,11.0,,,,56.0,,,CN,,M,,
b76,womenswear,headgear,scarf,3.31,gold,K,,11.0,,57.0,,3.0,,,10.0,9.0,8.0,W,,TR,SUM,XS,,0.091
b17,home,home,sheets,19.86,lime,W,6.0,50.0,,14.0,13.0,,,2.0,,,14.0,,,CN,,XL,,0.7
b89,clothing,dress,dress,10.5,wheat,K,,,6.0,7.0,,3.0,7.0,,64.0,2.0,9.0,K,,IN,,XS,,0.23
b125,womenswear,swimwear,swimsuit,6.46,green,K,,,,,1.0,40.0,,,,59.0,,W,,KR,,M,,
b125,womenswear,costume,dress,10.93,neon,K,,17.0,,1.0,17.0,39.0,5.0,,,2.0,17.0,W,,CN,,XL,,
b23,womenswear,swimwear,swimsuit,3.37,indigo,K,10.0,,,,2.0,52.0,12.0,,,21.0,,W,,CN,,XL,,
b17,womenswear,clothing,hoodie,6.11,brown,K,,,,97.0,,,,1.0,,,,W,,CN,,XXL,,
b16,baby,outerwear,trousers,34.84,orange,W,8.0,13.0,,,,,62.0,,,1.0,14.0,,,TW,SUM,XS,,
b131,home,home,mat,92.73,light brown,W,,,18.0,,6.0,,,,64.0,7.0,3.0,,,KR,,S,,
b16,clothing,outerwear,trousers,12.55,grey,W,10.0,11.0,11.0,3.0,13.0,,2.0,,39.0,8.0,,U,,US,SUM,S,,
b66,clothing,clothing,overalls,37.83,colourful,K,3.0,,4.0,,,4.0,5.0,4.0,,3.0,74.0,W,,CN,WIN,L,,
b64,menswear,swimwear,swimsuit,5.31,teal,K,,,,,13.0,62.0,7.0,,,17.0,,M,,US,,M,,0.138
b112,menswear,suit,trousers,28.25,lime,W,,94.0,1.0,,,,,,1.0,,,M,,CN,MID,M,,0.963
b67,clothing,swimwear,swimsuit,1.76,dark green,K,,,,79.0,13.0,,,,,7.0,,Y,,DE,,XL,,
b66,menswear,clothing,skirts,11.84,metal,K,2.0,,,,13.0,71.0,10.0,,,2.0,,M,,TR,,XXL,,
b16,kidswear,swimwear,swimsuit,2.45,yellow,K,,,1.0,57.0,18.0,,,,,22.0,,K,,KR,,XS,,0.09300000000000001
b64,menswear,outerwear,coats,92.89,violet,W,2.0,,,1.0,,2.0,86.0,,4.0,2.0,1.0,M,,TW,MID,XXL,,2.49
b64,womenswear,hosiery,tights,8.33,unknown,K,3.0,,,,5.0,3.0,,1.0,77.0,7.0,,W,,CN,,L,,
b142,clothing,home,sheets,42.01,metal,W,,11.0,,,,,69.0,,6.0,11.0,,B,,DE,,XXL,,1.077
b23,menswear,costume,dress,7.96,metal,K,14.0,6.0,19.0,2.0,7.0,12.0,32.0,,,,5.0,M,,CN,,XXL,,
b95,baby,outerwear,coats,115.86,metal,W,,,,5.0,2.0,87.0,2.0,,2.0,,,,,TW,WIN,S,,
b64,menswear,uniform,jacket,58.83,gold,W,,,1.0,,,96.0,,,,,,M,,TW,,XXL,,1.433
b17,home,home,mat,32.22,bondi blue,K,,4.0,4.0,,,17.0,5.0,,61.0,6.0,,,,KR,,S,,0.745
b124,home,home,curtain,24.34,unknown,W,8.0,54.0,,,16.0,,,15.0,,5.0,,,,CN,,L,,0.9640000000000001
b103,clothing,undergarments,underpants,0.89,grey,K,9.0,,,2.0,,5.0,,11.0,40.0,16.0,14.0,B,,CN,,S,,
b101,clothing,undergarments,underpants,1.18,black,K,4.0,6.0,,,20.0,,,,1.0,15.0,51.0,B,,PK,,L,,
b125,menswear,nightwear,pyjama,3.74,green,K,,5.0,2.0,71.0,,8.0,,,4.0,,7.0,M,,CN,,S,,
b16,baby,footwear,socks,0.95,turquoise,K,2.0,2.0,,,2.0,87.0,1.0,,,3.0,,,,US,,M,,0.023
b112,home,home,pillow,5.78,peach,W,,,8.0,5.0,,,11.0,,60.0,11.0,2.0,,,DE,,XXL,,0.134
b89,menswear,costume,jacket,37.57,bondi blue,W,,7.0,5.0,,,10.0,63.0,,5.0,,8.0,M,,CN,,XS,,1.449
b142,home,home,mat,42.25,dark grey,W,17.0,,,,6.0,,8.0,3.0,4.0,14.0,45.0,,,CN,,M,,
b16,clothing,dress,dress,3.28,metal,K,,,2.0,94.0,,1.0,,,,1.0,,G,,CN,,XXL,,
b112,kidswear,nightwear,pyjama,7.55,neon,K,,,2.0,78.0,5.0,7.0,,2.0,,4.0,,K,,DE,,XL,,
b112,home,home,sheets,37.01,pink,K,9.0,7.0,,,,7.0,5.0,1.0,14.0,6.0,49.0,,,TW,,XXL,,0.5479999999999999
b86,home,home,sheets,47.05,yellow,K,4.0,76.0,,4.0,3.0,7.0,,,4.0,,,,,HK,,XL,,
b95,womenswear,costume,jacket,11.24,neon,W,,6.0,,7.0,,8.0,59.0,6.0,,,11.0,W,,CN,,S,,
b89,baby,baby,body,0.27,orange,K,15.0,,,36.0,4.0,,20.0,4.0,,16.0,1.0,,,CN,,L,,
b66,baby,footwear,socks,0.54,unbleached,K,6.0,,6.0,68.0,,,,,2.0,7.0,9.0,,,CN,,XXL,,
b124,kidswear,costume,jacket,18.28,pink,W,,37.0,,42.0,11.0,5.0,,,,,3.0,G,,CN,,L,,
b103,menswear,headgear,hat,2.83,light grey,K,2.0,,,,1.0,,95.0,,,,,M,,CN,,XXL,,
b76,clothing,swimwear,swimsuit,2.62,navy,K,4.0,,,,19.0,50.0,8.0,18.0,,,,U,,CN,,M,,0.126
b64,baby,footwear,socks,0.74,dark green,K,14.0,2.0,,19.0,4.0,,53.0,,5.0,,,,,CN,,L,,0.032
b16,home,home,towel,29.46,bondi blue,K,10.0,2.0,,,,,32.0,55.0,,,,,,TW,,L,,0.78
b23,kidswear,clothing,T-shirt,11.07,green,K,,1.0,,10.0,,16.0,12.0,,,2.0,56.0,K,,PK,,S,,0.172
b142,kidswear,beachwear,shorts,4.59,aquamarine,K,,,,49.0,,,22.0,22.0,,5.0,,Y,,CN,SUM,L,,0.253
b17,baby,footwear,socks,0.8,bondi blue,K,15.0,6.0,,44.0,,17.0,,8.0,1.0,6.0,,,,CN,,XL,,0.034
b76,clothing,undergarments,briefs,2.33,turquoise,K,,,9.0,68.0,,1.0,11.0,,,8.0,,W,,KR,,XS,,
b76,baby,thermals,knitwear,25.43,bondi blue,K,8.0,53.0,14.0,,,,,,18.0,5.0,,,,US,SUM,XL,,
b16,baby,footwear,socks,1.35,gold,K,9.0,8.0,5.0,,,10.0,8.0,10.0,1.0,,45.0,,,TR,,M,,
b95,menswear,thermals,skirts,31.19,peach,K,,2.0,,,1.0,2.0,1.0,,,2.0,90.0,M,,US,,XXL,,
b86,menswear,clothing,knitwear,15.0,neon,K,2.0,,,,,,,,92.0,2.0,2.0,M,,CN,SUM,L,,
b66,kidswear,sportswear,coats,7.31,indigo,K,2.0,,,14.0,7.0,,61.0,,,14.0,,Y,,CN,MID,M,,0.341
b66,womenswear,accessory,backpack,26.47,violet,W,18.0,7.0,17.0,34.0,19.0,,3.0,1.0,,,,W,,DE,,XXL,,0.7879999999999999
b95,womenswear,headgear,cap,3.32,peach,K,2.0,9.0,2.0,9.0,11.0,,,,3.0,,61.0,W,,CN,,S,,
b16,home,home,pillow,6.68,wheat,W,3.0,,1.0,3.0,,,4.0,,84.0,2.0,1.0,,,US,,S,,0.151
